2,0.47,0.26,0.12,0.4775,0.2105,0.1055,0.15,10
1,0.405,0.21,0.1,0.285,0.172,0.0915,0.11,7
2,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22,8
1,0.445,0.25,0.12,0.4425,0.192,0.0955,0.125,8
1,0.47,0.285,0.125,0.5895,0.2765,0.12,0.17,8
3,0.245,0.19,0.06,0.086,0.042,0.014,0.025,4
2,0.505,0.4,0.125,0.582,0.246,0.12,0.175,7
1,0.45,0.245,0.105,0.4115,0.18,0.1125,0.125,7
1,0.505,0.405,0.11,0.625,0.205,0.16,0.175,9
2,0.52,0.41,0.12,0.6965,0.202,0.1925,0.2,10
1,0.425,0.225,0.095,0.2785,0.1705,0.08,0.1,7
1,0.52,0.4,0.12,0.58,0.224,0.1215,0.185,8
1,0.475,0.255,0.12,0.48,0.224,0.1015,0.125,8
2,0.565,0.44,0.16,0.915,0.254,0.1925,0.22,12
2,0.595,0.495,0.185,1.285,0.416,0.224,0.485,12
2,0.475,0.29,0.12,0.5205,0.2125,0.1155,0.17,10
3,0.21,0.225,0.07,0.151,0.062,0.0405,0.045,6
1,0.555,0.425,0.12,0.7665,0.264,0.168,0.275,12
2,0.4,0.22,0.11,0.252,0.1405,0.0985,0.1,8
2,0.595,0.475,0.17,1.247,0.48,0.225,0.425,20
1,0.57,0.48,0.175,1.185,0.474,0.261,0.28,11
2,0.605,0.45,0.195,1.098,0.481,0.2895,0.215,12
2,0.6,0.475,0.15,1.0075,0.4425,0.221,0.28,15
1,0.595,0.475,0.14,0.944,0.2625,0.189,0.215,9
2,0.6,0.47,0.15,0.922,0.262,0.194,0.205,10
2,0.555,0.425,0.14,0.788,0.282,0.1595,0.285,11
2,0.615,0.475,0.17,1.1025,0.4695,0.2255,0.245,14
2,0.575,0.445,0.14,0.941,0.2845,0.252,0.285,9
1,0.62,0.51,0.175,1.615,0.5105,0.192,0.675,12
2,0.52,0.425,0.165,0.9885,0.296,0.225,0.22,16
1,0.595,0.475,0.16,1.2175,0.408,0.224,0.58,21
1,0.58,0.45,0.14,1.012,0.28,0.216,0.26,14
2,0.57,0.465,0.18,1.295,0.229,0.2225,0.44,12
1,0.625,0.465,0.14,1.195,0.4825,0.205,0.4,12
1,0.56,0.44,0.16,0.8645,0.2205,0.2075,0.26,10
2,0.46,0.255,0.12,0.517,0.2205,0.114,0.165,9
2,0.575,0.45,0.16,0.9775,0.2125,0.221,0.22,12
1,0.565,0.425,0.125,0.8115,0.241,0.1675,0.255,15
1,0.555,0.44,0.15,0.755,0.207,0.1525,0.26,12
1,0.595,0.465,0.175,1.115,0.4015,0.254,0.29,12
2,0.625,0.495,0.165,1.262,0.507,0.218,0.29,10
1,0.695,0.56,0.19,1.494,0.588,0.2425,0.485,15
1,0.665,0.525,0.195,1.606,0.5755,0.288,0.48,14
1,0.525,0.425,0.15,0.725,0.269,0.1285,0.25,9
1,0.47,0.275,0.12,0.522,0.214,0.122,0.145,8
1,0.47,0.27,0.12,0.5225,0.201,0.122,0.165,7
2,0.475,0.275,0.125,0.5785,0.2775,0.085,0.155,10
3,0.26,0.265,0.095,0.2215,0.105,0.046,0.075,7
1,0.55,0.425,0.145,0.842,0.228,0.1915,0.255,15
1,0.52,0.425,0.16,0.882,0.216,0.164,0.225,15
1,0.52,0.415,0.14,0.724,0.2105,0.1675,0.205,10
1,0.605,0.47,0.16,1.1725,0.4975,0.2405,0.245,12
2,0.52,0.41,0.155,0.727,0.291,0.1825,0.225,12
2,0.545,0.42,0.165,0.802,0.2925,0.182,0.28,11
2,0.5,0.4,0.125,0.6675,0.261,0.1215,0.22,10
2,0.51,0.29,0.125,0.6225,0.221,0.179,0.2,9
2,0.425,0.295,0.105,0.2625,0.126,0.098,0.12,9
1,0.495,0.295,0.125,0.5415,0.2275,0.1245,0.155,9
1,0.465,0.26,0.105,0.421,0.172,0.107,0.175,9
3,0.425,0.22,0.08,0.2225,0.1485,0.0625,0.105,9
1,0.425,0.25,0.105,0.292,0.12,0.062,0.165,9
2,0.545,0.41,0.125,0.6925,0.2975,0.146,0.21,11
2,0.52,0.415,0.115,0.5915,0.222,0.1585,0.18,11
2,0.49,0.275,0.125,0.6125,0.2555,0.102,0.22,11
1,0.44,0.24,0.105,0.402,0.1205,0.0955,0.165,10
2,0.56,0.42,0.15,0.8825,0.2465,0.172,0.21,9
1,0.405,0.205,0.085,0.2605,0.1145,0.0595,0.085,8
2,0.47,0.265,0.105,0.4205,0.162,0.1025,0.14,9
3,0.285,0.295,0.085,0.2525,0.102,0.0575,0.085,7
2,0.515,0.425,0.14,0.766,0.204,0.1725,0.255,14
1,0.27,0.265,0.075,0.214,0.09,0.051,0.07,6
3,0.26,0.28,0.08,0.1755,0.081,0.0505,0.07,6
3,0.27,0.195,0.06,0.072,0.0285,0.0225,0.02,5
3,0.275,0.275,0.09,0.228,0.1075,0.0545,0.07,6
3,0.285,0.29,0.085,0.2505,0.112,0.061,0.08,8
1,0.7,0.525,0.16,1.7255,0.62,0.2625,0.54,19
1,0.71,0.54,0.165,1.959,0.7665,0.261,0.78,18
1,0.595,0.48,0.165,1.262,0.4825,0.282,0.41,17
2,0.44,0.25,0.125,0.4025,0.175,0.062,0.129,9
2,0.225,0.26,0.09,0.1915,0.085,0.026,0.062,7
3,0.25,0.26,0.095,0.211,0.086,0.056,0.068,7
3,0.265,0.2,0.065,0.0975,0.04,0.0205,0.028,7
2,0.425,0.22,0.115,0.406,0.1625,0.081,0.1255,8
2,0.205,0.22,0.08,0.156,0.0675,0.0245,0.048,7
1,0.245,0.255,0.09,0.2005,0.094,0.0295,0.062,9
2,0.405,0.225,0.11,0.2555,0.151,0.062,0.117,9
1,0.275,0.285,0.095,0.252,0.096,0.0575,0.0925,9
2,0.565,0.445,0.155,0.826,0.241,0.2055,0.2475,10
2,0.55,0.45,0.145,0.741,0.295,0.1425,0.2665,10
1,0.65,0.52,0.19,1.2445,0.519,0.206,0.4465,16
1,0.56,0.455,0.155,0.797,0.24,0.19,0.2425,11
1,0.475,0.275,0.12,0.5175,0.2075,0.1165,0.17,10
2,0.49,0.28,0.125,0.549,0.245,0.1075,0.174,10
1,0.46,0.25,0.12,0.515,0.224,0.108,0.1565,10
3,0.28,0.205,0.08,0.127,0.052,0.029,0.042,9
3,0.175,0.12,0.055,0.0215,0.0105,0.0065,0.0125,5
3,0.17,0.12,0.095,0.02,0.012,0.008,0.01,4
1,0.59,0.475,0.145,1.052,0.4415,0.262,0.225,15
2,0.605,0.5,0.185,1.1185,0.469,0.2585,0.225,9
2,0.625,0.515,0.19,1.2715,0.5065,0.205,0.45,10
2,0.605,0.485,0.16,1.0565,0.27,0.2255,0.255,10
2,0.565,0.45,0.125,0.9885,0.287,0.1495,0.21,12
1,0.515,0.405,0.12,0.722,0.22,0.121,0.21,10
2,0.575,0.46,0.19,0.994,0.292,0.2425,0.24,12
1,0.645,0.485,0.215,1.514,0.546,0.2615,0.625,16
2,0.58,0.455,0.17,0.9075,0.274,0.2125,0.285,12
2,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,12
1,0.605,0.465,0.165,1.056,0.4215,0.2475,0.24,12
2,0.605,0.485,0.16,1.222,0.52,0.2575,0.28,12
1,0.61,0.485,0.175,1.2445,0.544,0.297,0.245,12
2,0.725,0.56,0.21,2.141,0.65,0.298,1.005,18
2,0.65,0.545,0.22,1.752,0.5605,0.2895,0.815,16
1,0.725,0.57,0.19,2.55,1.0705,0.482,0.725,14
2,0.725,0.575,0.175,2.124,0.765,0.4515,0.85,20
2,0.68,0.57,0.205,1.842,0.625,0.408,0.65,20
1,0.705,0.56,0.22,1.981,0.8175,0.2085,0.76,14
2,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,12
1,0.695,0.55,0.215,1.9565,0.7125,0.541,0.59,14
2,0.52,0.295,0.145,0.775,0.208,0.169,0.255,7
1,0.525,0.425,0.155,1.065,0.486,0.222,0.285,8
2,0.52,0.405,0.115,0.776,0.22,0.1845,0.22,8
3,0.225,0.16,0.04,0.048,0.0185,0.018,0.015,5
3,0.26,0.26,0.09,0.1785,0.0645,0.027,0.075,7
3,0.215,0.21,0.06,0.125,0.06,0.0275,0.025,5
3,0.215,0.245,0.085,0.1425,0.052,0.0475,0.05,8
3,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,4
1,0.58,0.475,0.15,0.97,0.285,0.2165,0.25,11
1,0.57,0.48,0.18,0.9295,0.299,0.2,0.295,14
1,0.64,0.51,0.175,1.268,0.515,0.266,0.57,21
2,0.56,0.45,0.16,1.0225,0.429,0.268,0.2,10
2,0.62,0.475,0.175,1.0165,0.4255,0.214,0.225,10
2,0.645,0.51,0.2,1.5675,0.621,0.267,0.46,12
1,0.62,0.49,0.19,1.218,0.5455,0.2965,0.255,12
2,0.62,0.48,0.15,1.0525,0.292,0.226,0.285,12
2,0.62,0.5,0.185,1.282,0.54,0.2215,0.28,10
2,0.62,0.48,0.16,1.199,0.5265,0.225,0.215,11
2,0.585,0.46,0.17,0.9225,0.265,0.271,0.29,9
1,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.225,12
1,0.61,0.485,0.17,1.0225,0.419,0.2405,0.26,12
1,0.58,0.45,0.15,0.927,0.276,0.1815,0.26,14
3,0.255,0.275,0.085,0.22,0.092,0.06,0.15,8
2,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195,10
1,0.5,0.405,0.155,0.772,0.246,0.1525,0.245,12
2,0.505,0.41,0.15,0.644,0.285,0.145,0.21,11
1,0.64,0.5,0.185,1.2025,0.4445,0.2625,0.465,16
1,0.56,0.45,0.16,0.922,0.422,0.178,0.26,15
1,0.585,0.46,0.185,0.922,0.2625,0.212,0.285,10
2,0.45,0.245,0.12,0.4165,0.1655,0.095,0.125,9
1,0.5,0.4,0.165,0.825,0.254,0.205,0.285,12
2,0.5,0.4,0.145,0.62,0.224,0.1465,0.22,12
2,0.52,0.425,0.17,0.8155,0.2985,0.155,0.275,12
1,0.42,0.225,0.115,0.269,0.171,0.071,0.12,8
2,0.44,0.24,0.14,0.482,0.186,0.1085,0.16,9
3,0.4,0.2,0.11,0.215,0.109,0.067,0.12,9
3,0.425,0.24,0.11,0.2795,0.1495,0.085,0.12,8
2,0.525,0.415,0.17,0.8225,0.2755,0.1685,0.21,12
3,0.27,0.28,0.095,0.2655,0.122,0.052,0.08,7
2,0.49,0.265,0.145,0.6245,0.1995,0.1625,0.22,10
1,0.225,0.25,0.09,0.181,0.0755,0.0415,0.06,7
2,0.415,0.225,0.105,0.28,0.1595,0.0785,0.12,12
1,0.5,0.405,0.14,0.6155,0.241,0.1255,0.205,9
2,0.485,0.295,0.16,0.66,0.2475,0.128,0.225,14
1,0.55,0.405,0.14,0.8025,0.244,0.1625,0.255,10
1,0.45,0.25,0.12,0.46,0.174,0.111,0.125,8
3,0.405,0.2,0.12,0.224,0.1265,0.07,0.11,7
1,0.47,0.26,0.125,0.501,0.1665,0.115,0.165,10
2,0.415,0.205,0.12,0.22,0.1205,0.0755,0.105,8
2,0.445,0.225,0.125,0.455,0.1785,0.1125,0.14,9
2,0.47,0.25,0.145,0.5175,0.187,0.1225,0.18,11
2,0.49,0.275,0.15,0.5755,0.22,0.144,0.19,9
2,0.445,0.255,0.15,0.485,0.181,0.125,0.155,11
3,0.425,0.28,0.105,0.2265,0.1285,0.0785,0.1,10
2,0.5,0.27,0.125,0.45,0.1715,0.1055,0.155,9
2,0.29,0.29,0.125,0.2055,0.121,0.082,0.09,7
3,0.265,0.27,0.085,0.205,0.078,0.0485,0.07,7
2,0.58,0.465,0.165,1.1015,0.404,0.2095,0.25,11
2,0.52,0.415,0.16,0.782,0.2925,0.158,0.245,15
1,0.555,0.445,0.125,0.826,0.226,0.1625,0.275,12
1,0.565,0.44,0.175,0.9025,0.21,0.192,0.225,14
1,0.625,0.505,0.215,1.4455,0.496,0.287,0.425,22
3,0.275,0.215,0.075,0.1155,0.0485,0.029,0.025,7
3,0.44,0.25,0.125,0.425,0.1815,0.082,0.125,12
3,0.295,0.225,0.08,0.124,0.0485,0.022,0.04,9
3,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,1
3,0.12,0.1,0.02,0.012,0.0045,0.002,0.004,2
3,0.11,0.09,0.02,0.008,0.0025,0.002,0.002,2
3,0.16,0.12,0.025,0.021,0.0075,0.0045,0.005,5
1,0.565,0.425,0.16,0.9425,0.2495,0.2185,0.275,17
3,0.27,0.2,0.07,0.1,0.024,0.0245,0.025,5
3,0.22,0.175,0.065,0.0645,0.026,0.0105,0.02,5
3,0.2,0.22,0.08,0.1275,0.0425,0.0265,0.04,8
3,0.22,0.255,0.085,0.1655,0.062,0.029,0.06,8
3,0.25,0.26,0.085,0.174,0.0705,0.0245,0.06,10
3,0.22,0.245,0.08,0.1585,0.0625,0.0225,0.05,12
3,0.26,0.275,0.085,0.1975,0.0745,0.0415,0.07,9
3,0.205,0.245,0.075,0.156,0.0675,0.028,0.045,7
3,0.245,0.27,0.11,0.2125,0.082,0.0545,0.07,7
3,0.22,0.25,0.105,0.1715,0.0655,0.025,0.06,7
1,0.59,0.47,0.18,1.1225,0.4205,0.2805,0.26,12
2,0.595,0.455,0.155,1.0605,0.5125,0.2165,0.2,12
2,0.575,0.46,0.185,1.094,0.4485,0.217,0.245,15
1,0.6,0.495,0.165,1.2415,0.485,0.2775,0.24,15
1,0.56,0.45,0.175,1.011,0.2825,0.2065,0.27,15
1,0.56,0.45,0.185,1.07,0.2805,0.175,0.41,19
1,0.545,0.46,0.16,0.8975,0.241,0.1655,0.245,10
2,0.625,0.505,0.17,1.415,0.605,0.297,0.265,15
2,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,12
2,0.54,0.475,0.155,0.928,0.294,0.194,0.26,11
2,0.57,0.44,0.125,0.865,0.2675,0.1725,0.27,12
1,0.52,0.42,0.165,0.8945,0.219,0.229,0.245,11
3,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026,4
1,0.27,0.2,0.08,0.1205,0.0465,0.028,0.04,6
2,0.46,0.28,0.12,0.629,0.2,0.1525,0.16,11
1,0.52,0.45,0.15,0.895,0.2615,0.186,0.225,14
1,0.25,0.275,0.11,0.2925,0.1225,0.0625,0.0905,8
1,0.47,0.29,0.15,0.6255,0.2185,0.0885,0.255,9
2,0.45,0.26,0.125,0.4995,0.2025,0.1,0.17,12
2,0.64,0.525,0.215,1.779,0.4525,0.2855,0.55,22
1,0.59,0.5,0.2,1.187,0.412,0.2705,0.27,16
1,0.62,0.485,0.205,1.219,0.2875,0.2505,0.285,14
1,0.62,0.505,0.225,1.525,0.56,0.2225,0.45,15
1,0.62,0.515,0.155,1.259,0.4105,0.197,0.41,12
1,0.655,0.54,0.215,1.844,0.7425,0.227,0.585,22
2,0.66,0.52,0.185,1.2485,0.492,0.245,0.49,12
1,0.61,0.5,0.24,1.642,0.522,0.2245,0.69,18
1,0.625,0.525,0.205,1.484,0.55,0.2115,0.42,20
2,0.515,0.425,0.125,0.712,0.2665,0.1605,0.25,11
2,0.525,0.415,0.185,0.8415,0.214,0.1585,0.2,15
3,0.26,0.285,0.105,0.2415,0.0915,0.057,0.075,7
2,0.455,0.255,0.12,0.4495,0.177,0.104,0.15,9
1,0.485,0.295,0.14,0.6295,0.2285,0.127,0.225,14
1,0.515,0.28,0.175,0.9565,0.225,0.158,0.21,14
2,0.525,0.415,0.17,0.879,0.295,0.1965,0.285,10
1,0.52,0.425,0.155,0.699,0.288,0.1595,0.205,10
2,0.495,0.4,0.155,0.6445,0.242,0.1225,0.205,17
1,0.44,0.255,0.125,0.4775,0.122,0.0815,0.19,9
2,0.525,0.425,0.16,0.8105,0.2155,0.1795,0.24,10
1,0.54,0.425,0.18,0.996,0.2825,0.226,0.225,17
2,0.565,0.505,0.21,1.2765,0.501,0.279,0.255,12
1,0.61,0.475,0.165,1.116,0.428,0.2205,0.215,15
2,0.565,0.455,0.175,1.012,0.242,0.207,0.25,19
1,0.6,0.495,0.195,1.0575,0.284,0.19,0.275,26
3,0.295,0.215,0.085,0.128,0.049,0.024,0.04,6
3,0.275,0.205,0.075,0.1105,0.045,0.0285,0.025,6
3,0.28,0.21,0.085,0.1065,0.029,0.0295,0.02,4
1,0.49,0.295,0.14,0.549,0.2215,0.1275,0.15,11
1,0.27,0.28,0.105,0.224,0.0905,0.0585,0.075,9
2,0.405,0.205,0.095,0.2485,0.1455,0.0895,0.1,9
2,0.54,0.425,0.175,0.892,0.222,0.174,0.225,12
1,0.27,0.28,0.1,0.252,0.1065,0.0595,0.074,8
1,0.26,0.27,0.1,0.217,0.0885,0.0495,0.0715,6
2,0.47,0.26,0.12,0.472,0.182,0.114,0.15,10
3,0.2,0.145,0.06,0.027,0.0125,0.0095,0.011,4
3,0.165,0.12,0.02,0.0215,0.007,0.005,0.005,2
1,0.645,0.515,0.24,1.5415,0.471,0.269,0.525,12
1,0.55,0.41,0.125,0.7605,0.2505,0.1625,0.195,14
1,0.57,0.425,0.145,0.9055,0.2925,0.2255,0.275,10
2,0.62,0.485,0.19,1.2425,0.4625,0.2055,0.29,21
1,0.56,0.44,0.14,0.971,0.442,0.2045,0.265,14
1,0.595,0.455,0.195,1.2205,0.4595,0.2225,0.245,19
2,0.62,0.47,0.2,1.2255,0.281,0.27,0.425,22
1,0.62,0.485,0.175,1.2,0.4225,0.2945,0.46,22
3,0.45,0.255,0.11,0.4585,0.194,0.067,0.14,8
2,0.625,0.525,0.19,1.242,0.576,0.2475,0.29,14
1,0.45,0.25,0.1,0.2675,0.1465,0.1015,0.12,10
2,0.58,0.455,0.155,0.8265,0.215,0.1285,0.22,18
3,0.22,0.255,0.095,0.172,0.066,0.0255,0.06,6
3,0.265,0.21,0.06,0.0965,0.0425,0.022,0.02,5
3,0.19,0.145,0.04,0.028,0.0165,0.0065,0.015,4
1,0.285,0.21,0.1,0.2845,0.1065,0.075,0.1,11
3,0.265,0.205,0.07,0.1055,0.029,0.041,0.025,5
1,0.225,0.265,0.105,0.222,0.0925,0.056,0.075,7
3,0.255,0.275,0.09,0.251,0.097,0.052,0.08,7
3,0.22,0.255,0.1,0.1755,0.072,0.0415,0.065,7
1,0.51,0.4,0.12,0.6425,0.27,0.1665,0.205,12
1,0.26,0.295,0.105,0.241,0.0865,0.052,0.095,8
3,0.26,0.28,0.09,0.2255,0.0885,0.04,0.09,8
1,0.5,0.28,0.155,0.5955,0.2125,0.161,0.2,12
2,0.4,0.225,0.12,0.2185,0.124,0.0565,0.095,8
3,0.2,0.22,0.08,0.121,0.0475,0.042,0.025,5
3,0.225,0.175,0.04,0.0705,0.0225,0.015,0.02,5
2,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,16
1,0.62,0.465,0.19,1.2415,0.5705,0.2175,0.255,11
1,0.6,0.475,0.19,1.0875,0.402,0.2655,0.225,14
1,0.59,0.45,0.185,1.282,0.472,0.276,0.425,16
1,0.62,0.475,0.185,1.225,0.6045,0.225,0.22,12
2,0.565,0.45,0.195,1.0025,0.406,0.2505,0.285,15
1,0.575,0.455,0.145,1.165,0.581,0.2275,0.2,14
2,0.62,0.51,0.205,1.2475,0.4775,0.2565,0.48,14
1,0.62,0.465,0.185,1.274,0.579,0.2065,0.22,12
2,0.505,0.275,0.18,0.568,0.2225,0.1495,0.17,12
2,0.46,0.425,0.155,0.746,0.2005,0.152,0.24,8
1,0.49,0.29,0.14,0.707,0.2795,0.2185,0.18,12
2,0.525,0.42,0.16,0.756,0.2745,0.172,0.275,9
3,0.24,0.26,0.08,0.2,0.08,0.0555,0.055,6
3,0.275,0.205,0.115,0.2715,0.092,0.074,0.09,8
1,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,14
2,0.61,0.495,0.185,1.152,0.526,0.2905,0.245,8
2,0.585,0.45,0.17,0.8685,0.2225,0.1625,0.27,22
1,0.57,0.46,0.14,0.9525,0.4465,0.2065,0.245,12
1,0.58,0.455,0.17,0.92,0.408,0.259,0.22,9
1,0.625,0.515,0.17,1.275,0.509,0.286,0.24,16
1,0.7,0.58,0.205,2.12,0.7415,0.49,0.58,20
1,0.675,0.525,0.185,1.587,0.6925,0.226,0.295,12
2,0.645,0.525,0.19,1.8085,0.7025,0.2885,0.295,18
1,0.745,0.585,0.215,2.499,0.9265,0.472,0.7,17
2,0.685,0.545,0.18,1.768,0.7495,0.292,0.485,16
1,0.605,0.49,0.18,1.227,0.48,0.287,0.25,18
2,0.59,0.465,0.15,0.997,0.292,0.246,0.24,12
2,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20
2,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,16
2,0.62,0.5,0.175,1.186,0.4985,0.2015,0.25,12
1,0.62,0.515,0.16,1.016,0.4215,0.244,0.255,19
1,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,11
2,0.58,0.455,0.12,1.0725,0.479,0.2725,0.265,10
1,0.62,0.49,0.18,1.12,0.458,0.2765,0.215,12
2,0.69,0.56,0.215,1.719,0.68,0.299,0.47,17
2,0.65,0.545,0.165,1.566,0.6645,0.2455,0.415,16
2,0.66,0.565,0.195,1.7605,0.692,0.2265,0.5,16
2,0.68,0.58,0.2,1.787,0.585,0.452,0.6,19
2,0.7,0.575,0.17,1.21,0.5095,0.214,0.42,14
1,0.685,0.52,0.15,1.242,0.4625,0.292,0.4,12
2,0.675,0.545,0.195,1.7245,0.6845,0.2695,0.605,20
1,0.62,0.49,0.19,1.1775,0.4925,0.2265,0.285,11
2,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,10
1,0.565,0.465,0.175,0.995,0.2895,0.182,0.27,15
2,0.61,0.495,0.185,1.1085,0.2705,0.2125,0.22,12
1,0.605,0.47,0.18,1.1405,0.2755,0.2805,0.285,15
1,0.525,0.42,0.145,0.791,0.22,0.189,0.25,10
1,0.485,0.4,0.125,0.662,0.212,0.127,0.2,10
1,0.47,0.275,0.12,0.5565,0.226,0.122,0.195,12
1,0.545,0.425,0.125,0.8445,0.272,0.21,0.225,10
2,0.455,0.27,0.105,0.4925,0.216,0.1245,0.125,9
1,0.54,0.42,0.155,0.7285,0.2515,0.152,0.215,12
1,0.46,0.28,0.125,0.482,0.207,0.1225,0.145,10
1,0.49,0.42,0.125,0.609,0.229,0.1425,0.22,14
3,0.465,0.275,0.12,0.471,0.222,0.119,0.14,9
3,0.415,0.225,0.1,0.2215,0.1525,0.0595,0.105,10
1,0.475,0.275,0.125,0.592,0.277,0.115,0.18,10
2,0.47,0.275,0.125,0.5615,0.252,0.127,0.18,10
3,0.265,0.295,0.095,0.25,0.1075,0.0545,0.08,9
3,0.245,0.275,0.095,0.1995,0.0755,0.0525,0.07,6
3,0.29,0.21,0.1,0.202,0.116,0.064,0.115,11
2,0.5,0.295,0.14,0.7155,0.2165,0.176,0.24,10
1,0.47,0.28,0.145,0.5865,0.2285,0.144,0.185,8
1,0.525,0.44,0.15,0.6765,0.256,0.129,0.26,12
1,0.585,0.455,0.15,0.987,0.4255,0.2075,0.21,11
2,0.485,0.265,0.12,0.5885,0.27,0.121,0.175,9
1,0.515,0.455,0.125,0.7225,0.295,0.1625,0.225,9
2,0.425,0.225,0.11,0.4225,0.178,0.0985,0.155,7
2,0.515,0.415,0.14,0.6925,0.2115,0.152,0.2,10
3,0.44,0.245,0.12,0.265,0.1655,0.082,0.11,7
2,0.525,0.44,0.15,0.8425,0.2685,0.1985,0.24,12
1,0.45,0.255,0.115,0.479,0.2125,0.1045,0.15,8
1,0.59,0.485,0.12,0.911,0.29,0.182,0.29,16
1,0.555,0.45,0.145,0.915,0.4,0.246,0.285,11
1,0.57,0.44,0.095,0.827,0.2295,0.2215,0.225,8
1,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.24,15
1,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,14
2,0.58,0.46,0.12,0.9925,0.4625,0.2285,0.28,11
1,0.545,0.44,0.12,0.8565,0.2475,0.1715,0.24,12
2,0.605,0.495,0.17,1.2285,0.528,0.2465,0.29,14
2,0.62,0.47,0.14,1.0225,0.2605,0.224,0.26,15
2,0.62,0.5,0.17,1.2125,0.5595,0.267,0.4,20
1,0.62,0.515,0.165,1.252,0.488,0.249,0.45,20
